"","Gene","Marker_ID","Gene_ID","b1","b1_p","bonf_p","eChr","ePos","Probe","mChr","mPos","strand","dist"
"268012","FTL",185245,8792,3.108,9.89e-09,0.00892215471,19,49468565,"cg04396998",19,49376722,1,-91843
"268618","FURIN",125323,5772,-3.069,4.04e-09,0.00364464156,15,91411821,"cg05122887",15,91424836,1,13015
"268679","FURIN",125313,5772,-2.376,5.48e-08,0.0494372172,15,91411821,"cg00207731",15,91416118,1,4297
"268733","FUS",134381,6199,1.7,4.39e-10,0.000396039021,16,31191430,"cg01016533",16,31123892,1,-67538
"268740","FUS",134380,6199,2.02,4.28e-10,0.000386115492,16,31191430,"cg05667756",16,31122002,1,-69428
"268812","FUS",134469,6199,2.022,1.73e-09,0.00156070047,16,31191430,"cg00348389",16,31235706,1,44276
"268816","FUS",134470,6199,2.087,6.16e-11,5.55717624e-05,16,31191430,"cg10085057",16,31235824,1,44394
"269110","FUT4",70853,3301,-2.452,5.98e-09,0.00539479122,11,94277016,"cg13300301",11,94279068,1,2052
"270714","G6PC3",153808,7162,2.038,4.42e-08,0.0398745438,17,42148097,"cg14685146",17,42088751,1,-59346
"270761","G6PC3",153851,7162,-9.722,2.4e-08,0.021651336,17,42148097,"ch.17.1150167F",17,42158543,1,10446
"270795","G6PC3",153850,7162,2.451,5.1e-09,0.0046009089,17,42148097,"cg24396400",17,42154271,1,6174
"271498","GABBR1",290659,13905,24.394,9.61e-10,0.000866955579,6,29570004,"cg14377523",6,29572373,-1,-2369
"271499","GABBR1",290765,13905,5.413,2.74e-08,0.0247186086,6,29570004,"cg08415141",6,29598310,-1,-28306
"271514","GABBR1",290731,13905,5.956,1.2e-09,0.0010825668,6,29570004,"cg26272069",6,29591706,-1,-21702
"271517","GABBR1",290709,13905,6.701,1.65e-08,0.0148852935,6,29570004,"cg18126978",6,29588988,-1,-18984
"271520","GABBR1",290680,13905,15.072,6.16e-09,0.00555717624,6,29570004,"cg24962941",6,29577916,-1,-7912
"271521","GABBR1",290764,13905,8.151,1.17e-08,0.0105550263,6,29570004,"cg14841796",6,29598285,-1,-28281
"271525","GABBR1",290672,13905,4.97,7.93e-10,0.000715396227,6,29570004,"cg00667298",6,29576329,-1,-6325
"271526","GABBR1",290718,13905,7.265,2.03e-10,0.000183134217,6,29570004,"cg18004110",6,29589729,-1,-19725
"271528","GABBR1",290655,13905,8.702,1.03e-08,0.0092920317,6,29570004,"cg03160788",6,29572219,-1,-2215
"271544","GABBR1",290645,13905,6.288,3.66e-12,3.30182874e-06,6,29570004,"cg27527874",6,29571074,-1,-1070
"271548","GABBR1",290641,13905,5.143,4.88e-09,0.00440243832,6,29570004,"cg04517749",6,29570507,-1,-503
"271555","GABBR1",290727,13905,5.954,2.08e-09,0.00187644912,6,29570004,"cg17085250",6,29591016,-1,-21012
"271561","GABBR1",290732,13905,4.145,1.78e-08,0.0160580742,6,29570004,"cg11834473",6,29591753,-1,-21749
"271567","GABBR1",290721,13905,10.97,2.75e-08,0.0248088225,6,29570004,"cg10110652",6,29589927,-1,-19923
"271569","GABBR1",290687,13905,9.186,3.53e-08,0.0318455067,6,29570004,"cg18977283",6,29579492,-1,-9488
"271578","GABBR1",290681,13905,5.094,2.71e-09,0.00244479669,6,29570004,"cg26569800",6,29578313,-1,-8309
"271581","GABBR1",290734,13905,3.842,1.89e-08,0.0170504271,6,29570004,"cg00094412",6,29592854,-1,-22850
"271591","GABBR1",290766,13905,10.371,2.32e-09,0.00209296248,6,29570004,"cg09842161",6,29598321,-1,-28317
"271890","GABRG3",116213,5308,3.312,2.95e-08,0.0266131005,15,27216428,"cg11545923",15,27272330,1,55902
"272539","GAL3ST1",229003,11023,-4.192,7.31e-10,0.000659463609,22,30950623,"cg04030848",22,30960881,-1,-10258
"273150","GALK1",160019,7479,4.383,4.16e-09,0.00375289824,17,73754017,"cg15936999",17,73840853,-1,-86836
"273614","GALNT3",205653,9812,-4.994,4.91e-08,0.0442950249,2,166604312,"cg00999988",2,166649910,-1,-45598
"274120","GALR3",230063,11098,-2.092,8.37e-09,0.00755090343,22,38219388,"cg07621758",22,38300601,1,81213
"274133","GALR3",230022,11098,-1.787,2.49e-10,0.000224632611,22,38219388,"cg01324516",22,38212951,1,-6437
"274963","GAS2",59878,2736,-3.308,2.14e-09,0.00193057746,11,22696318,"cg12575928",11,22687660,1,-8658
"275125","GAS5",26941,1398,4.259,6.82e-09,0.00615258798,1,173833038,"cg02586830",1,173887009,-1,-53971
"275130","GAS5",26944,1398,3.229,2.71e-09,0.00244479669,1,173833038,"cg27631005",1,173887284,-1,-54246
"275131","GAS5",26939,1398,3.099,5.14e-08,0.0463699446,1,173833038,"cg17330652",1,173886454,-1,-53416
"275137","GAS5",26915,1398,-2.092,2.61e-09,0.00235458279,1,173833038,"cg16290996",1,173835989,-1,-2951
"275164","GAS5",26943,1398,2.683,6.46e-09,0.00582781794,1,173833038,"cg08468375",1,173887101,-1,-54063
"275175","GAS7",147397,6763,4.345,1.51e-10,0.000136222989,17,9813925,"cg04267691",17,9862752,-1,-48827
"275176","GAS7",147399,6763,4.699,1.46e-11,1.31712294e-05,17,9813925,"cg26996616",17,9862873,-1,-48948
"277084","GCAT",230022,11097,-3.443,4.65e-09,0.00419494635,22,38203911,"cg01324516",22,38212951,1,9040
"277394","GCH1",107219,4978,6.075,2.9e-14,2.6162031e-08,14,55308723,"cg18118490",14,55240252,-1,68471
"277395","GCH1",107221,4978,-4.348,3.57e-12,3.22063623e-06,14,55308723,"cg14187687",14,55249770,-1,58953
"277416","GCHFR",117804,5370,6.091,4.63e-09,0.00417690357,15,41056284,"cg04868764",15,41137019,1,80735
"277430","GCLC",302159,14221,-4.639,2.26e-08,0.0203883414,6,53362139,"cg02731193",6,53407186,-1,-45047
"279602","GFOD2",137431,6358,-1.876,7.02e-10,0.000633301578,16,67708435,"cg00318322",16,67708822,-1,-387
"282076","GIPC1",177110,8216,2.045,4.42e-08,0.0398745438,19,14588570,"cg23690893",19,14671371,-1,-82801
"282083","GIPC1",177112,8216,2.423,4.21e-09,0.00379800519,19,14588570,"cg25685510",19,14671512,-1,-82942
"282103","GIPC1",177111,8216,2.464,6.69e-09,0.00603530991,19,14588570,"cg03162410",19,14671422,-1,-82852
"282338","GIT1",149937,6903,4.816,1.57e-08,0.0141635823,17,27900486,"cg26160889",17,27870753,-1,29733
"282666","GJB7",303685,14295,-3.612,6.2e-09,0.0055932618,6,87992696,"cg06811801",6,88028698,-1,-36002
"283349","GLB1L3",76069,3552,-4.807,3.89e-15,3.50932071e-09,11,134146274,"cg00517080",11,134098583,1,-47691
"284449","GLRX",275301,13198,-3.172,3.18e-09,0.00286880202,5,95149552,"cg02354658",5,95151391,-1,-1839
"285096","GLYCTK",239791,11620,-6.636,1.06e-14,9.5626734e-09,3,52321835,"cg25198967",3,52325846,1,4011
"285097","GLYCTK",239724,11620,-5.791,1.16e-12,1.04648124e-06,3,52321835,"cg13241645",3,52235959,1,-85876
"288595","GNE",350946,16167,-3.111,3.56e-09,0.00321161484,9,36214438,"cg14040931",9,36249297,-1,-34859
"290239","GNPDA1",280124,13459,1.5,9.97e-09,0.00899432583,5,141380233,"cg06073041",5,141346577,-1,33656
"291218","GOLGA6C",122979,5650,-2.483,6.37e-10,0.000574662543,15,75550898,"cg19563248",15,75646181,1,95283
"291351","GOLGA7B",46452,2256,-7.802,5.61e-10,0.000506099979,10,99609994,"cg07381930",10,99608915,1,-1079
"291352","GOLGA7B",46470,2256,-5.855,6.48e-12,5.84586072e-06,10,99609994,"cg04888360",10,99648780,1,38786
"291560","GOLT1A",29634,1551,-11.459,3.75e-08,0.0338302125,1,204167287,"cg15962547",1,204183337,-1,-16050
"291970","GOT2",136626,6310,-4.983,2.86e-12,2.58011754e-06,16,58741034,"cg04471375",16,58752165,-1,-11131
"291971","GOT2",136627,6310,-2.827,3.78e-08,0.0341008542,16,58741034,"cg06302295",16,58764886,-1,-23852
"292358","GPAM",48834,2355,-6.258,1.49e-11,1.34418711e-05,10,113909621,"cg00066854",10,113987376,-1,-77755
"293217","GPHN",108590,5040,-3.018,4.41e-08,0.0397843299,14,66974124,"cg05237374",14,66980127,1,6003
"294410","GPR146",313240,14625,4.898,4.92e-09,0.00443852388,7,1094910,"cg02099474",7,1027990,1,-66920
"294413","GPR146",313400,14625,-10.185,4.53e-08,0.0408668967,7,1094910,"cg02112681",7,1120141,1,25231
"294416","GPR146",313499,14625,-4.4,1.38e-11,1.24495182e-05,7,1094910,"cg11524642",7,1191861,1,96951
"294418","GPR146",313274,14625,-4.616,5.07e-08,0.0457384473,7,1094910,"cg00431813",7,1051703,1,-43207
"294689","GPR152",67021,3130,-3.364,1.9e-11,1.7140641e-05,11,67218771,"cg12145564",11,67220263,-1,-1492
"294710","GPR152",67019,3130,-3.311,1.1e-09,0.0009923529,11,67218771,"cg13187188",11,67219859,-1,-1088
"294728","GPR152",67020,3130,-3.245,3.5e-10,0.00031574865,11,67218771,"cg00587613",11,67220223,-1,-1452
"294812","GPR152",67017,3130,-4.524,6.41e-10,0.000578271099,11,67218771,"cg20022862",11,67219498,-1,-727
"295014","GPR155",206580,9857,-3.833,3.1e-08,0.027966309,2,175296299,"cg04105760",2,175199722,-1,96577
"295018","GPR155",206581,9857,-2.517,4.58e-08,0.0413179662,2,175296299,"cg11418477",2,175199741,-1,96558
"295019","GPR155",206609,9857,-2.163,1.9e-10,0.00017140641,2,175296299,"cg06973615",2,175208761,-1,87538
"295024","GPR155",206598,9857,-1.719,9.72e-10,0.000876879108,2,175296299,"cg09344183",2,175205785,-1,90514
"295025","GPR155",206602,9857,-1.804,6.98e-10,0.000629693022,2,175296299,"cg09684233",2,175206966,-1,89333
"295039","GPR155",206582,9857,-2.166,5.04e-09,0.00454678056,2,175296299,"cg03249890",2,175199803,-1,96496
"295041","GPR155",206596,9857,-2.606,5.88e-09,0.00530457732,2,175296299,"cg11982293",2,175205387,-1,90912
"295050","GPR155",206605,9857,-2.15,3.04e-08,0.0274250256,2,175296299,"cg19221620",2,175208144,-1,88155
"295051","GPR155",206608,9857,-1.626,4.83e-08,0.0435733137,2,175296299,"cg15126975",2,175208605,-1,87694
"295055","GPR155",206599,9857,-3.381,3.12e-08,0.0281467368,2,175296299,"cg27078140",2,175205821,-1,90478
"295511","GPR18",100460,4716,-5.176,1.49e-09,0.00134418711,13,99906966,"cg05257202",13,99934873,-1,-27907
"295549","GPR182",84404,4057,-4.839,1.21e-08,0.0109158819,12,57388354,"cg12614630",12,57387318,1,-1036
"295550","GPR182",84403,4057,-5.695,7.26e-10,0.000654952914,12,57388354,"cg14539086",12,57351856,1,-36498
"296240","GPR55",211911,10131,-8.438,4.45e-08,0.0401451855,2,231772042,"cg17009069",2,231737752,-1,34290
"296255","GPR55",211912,10131,-6.094,2.55e-10,0.000230045445,2,231772042,"cg02231590",2,231737958,-1,34084
"296530","GPR68",111260,5159,-4.846,2.19e-08,0.0197568441,14,91698875,"cg13152690",14,91695017,-1,3858
"296534","GPR68",111268,5159,-4.017,1.97e-10,0.000177721383,14,91698875,"cg05875421",14,91709951,-1,-11076
"296961","GPRIN1",283690,13631,-5.612,2.1e-11,1.8944919e-05,5,176022802,"cg25510201",5,175980531,-1,42271
"297539","GPSM1",356156,16628,3.329,1.18e-08,0.0106452402,9,139221931,"cg21253087",9,139290292,1,68361
"297559","GPSM1",356109,16628,-3.323,3.07e-08,0.0276956673,9,139221931,"cg14479136",9,139222701,1,770
"297706","GPSM3",296117,13998,-8.466,1.05e-08,0.0094724595,6,32158542,"cg09001226",6,32155082,-1,3460
"297750","GPSM3",296146,13998,-4.129,1.96e-09,0.00176819244,6,32158542,"cg00442389",6,32160074,-1,-1532
"297834","GPSM3",295703,13998,16.347,7.65e-09,0.00690136335,6,32158542,"cg07986385",6,32086857,-1,71685
"297904","GPSM3",295699,13998,26.201,2.77e-09,0.00249892503,6,32158542,"cg27001603",6,32086758,-1,71784
"297908","GPSM3",295706,13998,4.52,7.88e-11,7.10885532e-05,6,32158542,"cg12735838",6,32086902,-1,71640
"298027","GPSM3",296143,13998,-6.886,1.02e-09,0.00092018178,6,32158542,"cg19555708",6,32159604,-1,-1062
"298039","GPSM3",296144,13998,-7.079,7.85e-11,7.08179115e-05,6,32158542,"cg06194738",6,32159607,-1,-1065
"298092","GPSM3",295704,13998,17.95,4.93e-09,0.00444754527,6,32158542,"cg17396404",6,32086878,-1,71664
"298104","GPSM3",295705,13998,5.237,6.33e-10,0.000571053987,6,32158542,"cg19004565",6,32086893,-1,71649
"298252","GPSM3",295707,13998,8.805,1.39e-10,0.000125397321,6,32158542,"cg06976485",6,32086928,-1,71614
"298287","GPSM3",296152,13998,-7.136,2.34e-08,0.0211100526,6,32158542,"cg20808711",6,32160998,-1,-2456
"298290","GPSM3",296145,13998,-5.235,3.22e-08,0.0290488758,6,32158542,"cg19321684",6,32159933,-1,-1391
"298329","GPSM3",296149,13998,-2.728,2.83e-08,0.0255305337,6,32158542,"cg02448597",6,32160605,-1,-2063
"299089","GRAMD4",232175,11226,-4.631,4.81e-10,0.000433928859,22,47022657,"cg26576053",22,46975626,1,-47031
"299095","GRAMD4",232178,11226,-26.521,3.42e-09,0.00308531538,22,47022657,"cg09119017",22,47014442,1,-8215
"299096","GRAMD4",232199,11226,-7.014,1.7e-09,0.0015336363,22,47022657,"cg27620176",22,47054067,1,31410
"299105","GRAMD4",232183,11226,-3.603,5.42e-08,0.0488959338,22,47022657,"cg23949216",22,47021746,1,-911
"299112","GRAMD4",232210,11226,-6.601,1.55e-09,0.00139831545,22,47022657,"cg13788891",22,47069632,1,46975
"299119","GRAMD4",232197,11226,-5.211,1.45e-11,1.30810155e-05,22,47022657,"cg21546300",22,47050341,1,27684
"299125","GRAMD4",232200,11226,-5.632,1.5e-09,0.0013532085,22,47022657,"cg26058289",22,47054148,1,31491
"299127","GRAMD4",232206,11226,-4.883,3.99e-08,0.0359953461,22,47022657,"cg25730555",22,47059586,1,36929
"299130","GRAMD4",232213,11226,-6.391,6.34e-10,0.000571956126,22,47022657,"cg08773466",22,47072690,1,50033
"299131","GRAMD4",232212,11226,-6.125,1.49e-08,0.0134418711,22,47022657,"cg05621596",22,47072043,1,49386
"299135","GRAMD4",232198,11226,-6.447,4.85e-09,0.00437537415,22,47022657,"cg00319157",22,47052970,1,30313
"299138","GRAMD4",232207,11226,-6.76,5.24e-09,0.00472720836,22,47022657,"cg00938380",22,47062655,1,39998
"299143","GRAMD4",232209,11226,-4.429,1.53e-09,0.00138027267,22,47022657,"cg25442928",22,47069558,1,46901
"299438","GRHPR",351035,16172,-4.547,3.67e-10,0.000331085013,9,37422706,"cg14410198",9,37424897,1,2191
"299458","GRHPR",351037,16172,-17.195,2.58e-10,0.000232751862,9,37422706,"cg13651876",9,37434131,1,11425
"299493","GRID2IP",316402,14667,-8.712,3.17e-09,0.00285978063,7,6536408,"cg17093088",7,6544329,-1,-7921
"301122","GRPEL1",255326,12310,-2.833,2.76e-09,0.00248990364,4,7061779,"cg20963865",4,7009356,-1,52423
"301143","GRPEL1",255336,12310,-1.546,2.94e-08,0.0265228866,4,7061779,"cg00428526",4,7031099,-1,30680
"301170","GRPEL1",255363,12310,-1.603,3.04e-08,0.0274250256,4,7061779,"cg09636525",4,7052612,-1,9167
"302830","GSTO2",48388,2340,-5.204,2.01e-08,0.0181329939,10,106028630,"cg23659134",10,106035168,1,6538
"302831","GSTP1",67121,3137,-6.587,1.44e-11,1.29908016e-05,11,67351065,"cg26250609",11,67351273,1,208
"302832","GSTP1",67120,3137,-6.088,3.57e-12,3.22063623e-06,11,67351065,"cg04920951",11,67351271,1,206
"302833","GSTP1",67123,3137,-3.852,1.47e-14,1.32614433e-08,11,67351065,"cg09038676",11,67351608,1,543
"302834","GSTP1",67125,3137,-4.989,5.64e-10,0.000508806396,11,67351065,"cg22224704",11,67352041,1,976
"302835","GSTP1",67124,3137,-3.634,8.12e-13,7.32536868e-07,11,67351065,"cg11566244",11,67351786,1,721
"302836","GSTP1",67122,3137,-4.389,7.27e-11,6.55855053e-05,11,67351065,"cg06928838",11,67351490,1,425
"302837","GSTT1",228131,10955,-14.619,8.78e-20,7.92078042e-14,22,24376132,"cg09033563",22,24373618,-1,2514
"302838","GSTT1",228135,10955,-12.616,8.49e-18,7.65916011e-12,22,24376132,"cg01238044",22,24384105,-1,-7973
"302878","GSTZ1",110379,5127,-4.048,2.43e-08,0.0219219777,14,77787705,"cg13702181",14,77791657,1,3952
"304628","GTSF1",83679,4003,-13.536,2.32e-14,2.09296248e-08,12,54849735,"cg06809675",12,54867312,-1,-17577
"304629","GTSF1",83680,4003,-11.35,1.98e-13,1.78623522e-07,12,54849735,"cg18211706",12,54867332,-1,-17597
"304630","GTSF1",83681,4003,-19.882,5.02e-20,4.52873778e-14,12,54849735,"cg10088332",12,54867429,-1,-17694
"304631","GTSF1",83682,4003,-11.197,1.2e-14,1.0825668e-08,12,54849735,"cg20451566",12,54867454,-1,-17719
"305161","GUSB",322029,14897,-2.149,8.97e-09,0.00809218683,7,65425672,"cg14576805",7,65420025,-1,5647
"305320","GYS1",185245,8793,-1.749,1.22e-09,0.00110060958,19,49471381,"cg04396998",19,49376722,-1,94659
"306385","H6PD",5002,106,-2.678,5.47e-09,0.00493470033,1,9294862,"cg09025327",1,9309004,1,14142
"306449","HACL1",235004,11347,-5.346,4.46e-10,0.000402353994,3,15602210,"cg24239808",3,15641908,-1,-39698
"306700","HAGH",129027,5884,-4.807,1.64e-11,1.47950796e-05,16,1859103,"cg27028479",16,1866483,-1,-7380
"306742","HAGH",129028,5884,-4.877,4.29e-15,3.87017631e-09,16,1859103,"cg08826040",16,1866681,-1,-7578
"306756","HAGH",129001,5884,-5.861,1.59e-11,1.43440101e-05,16,1859103,"cg13480010",16,1840830,-1,18273
"306793","HAGHL",127359,5848,5.842,3.44e-11,3.10335816e-05,16,777245,"cg10359913",16,679475,1,-97770
"306794","HAGHL",127358,5848,6.9,6.12e-11,5.52109068e-05,16,777245,"cg26920007",16,679347,1,-97898
"306795","HAGHL",127360,5848,6.185,9.43e-10,0.000850717077,16,777245,"cg27313492",16,679543,1,-97702
"306796","HAGHL",127362,5848,5.747,7.56e-10,0.000682017084,16,777245,"cg03352717",16,679927,1,-97318
"307230","HAPLN4",179017,8328,-6.531,1.79e-10,0.000161482881,19,19366451,"cg01262667",19,19385393,-1,-18942
"309149","HCG11",289120,13849,-3.464,6.96e-09,0.00627888744,6,26521933,"cg20250722",6,26522136,1,203
"309250","HCLS1",244034,11832,-3.315,4.71e-09,0.00424907469,3,121350244,"cg06577710",3,121379745,-1,-29501
"309267","HCLS1",244035,11832,-4.554,2.27e-12,2.04785553e-06,3,121350244,"cg00141162",3,121379777,-1,-29533
"309269","HCLS1",244036,11832,-3.286,1.64e-10,0.000147950796,3,121350244,"cg02167021",3,121379791,-1,-29547
"309690","HCST",180673,8448,3.993,3.9e-08,0.035183421,19,36393381,"cg27404050",19,36303880,1,-89501
"310633","HDAC7",81127,3851,-5.104,4.23e-11,3.81604797e-05,12,48176506,"cg25763760",12,48213040,-1,-36534
"312503","HES4",146,9,3.402,9.65e-09,0.00870564135,1,934341,"cg23207077",1,905988,-1,28353
"312776","HES4",147,9,2.548,1.51e-08,0.0136222989,1,934341,"cg22381068",1,906363,-1,27978
"312789","HES4",152,9,3.772,1.82e-09,0.00164189298,1,934341,"cg16352072",1,910223,-1,24118
"312790","HES4",314,9,3.264,8.91e-10,0.000803805849,1,934341,"cg21779088",1,1000856,-1,-66515
"313111","HES6",213579,10198,-6.764,4.48e-08,0.0404158272,2,239146907,"cg19430414",2,239050088,-1,96819
"314019","HEY2",306477,14426,-2.492,1.35e-09,0.00121788765,6,126070731,"cg13799242",6,126072671,1,1940
"314358","HGC6.3",311213,14600,-4.464,2.22e-12,2.00274858e-06,6,168376603,"cg19520046",6,168397360,-1,-20757
"314395","HGC6.3",311212,14600,-5.503,1.62e-11,1.46146518e-05,6,168376603,"cg05187193",6,168397037,-1,-20434
"315226","HIF1AN",46977,2282,2.54,1.72e-08,0.0155167908,10,102295640,"cg26429273",10,102308044,1,12404
"315311","HIGD1A",237108,11458,-3.766,4.1e-11,3.6987699e-05,3,42824399,"cg26025557",3,42842344,-1,-17945
"315336","HIGD1A",237129,11458,-3.196,4.99e-10,0.000450167361,3,42824399,"cg20365867",3,42917340,-1,-92941
"315338","HIGD1A",237130,11458,-2.623,1.48e-09,0.00133516572,3,42824399,"cg21979032",3,42917517,-1,-93118
"319502","HIST1H2BK",289261,13855,-6.857,8.54e-10,0.000770426706,6,27106071,"cg13781149",6,27114655,-1,-8584
"321801","HIST1H4J",289535,13866,-2.681,9.15e-09,0.00825457185,6,27791902,"cg02805890",6,27778836,1,-13066
"321804","HIST1H4J",289533,13866,-2.763,2.64e-08,0.0238164696,6,27791902,"cg15410276",6,27778076,1,-13826
"321805","HIST1H4J",289545,13866,-3.044,2.05e-08,0.0184938495,6,27791902,"cg00856041",6,27798455,1,6553
"321809","HIST1H4J",289532,13866,-2.364,4.4e-08,0.039694116,6,27791902,"cg18943383",6,27777858,1,-14044
"321816","HIST1H4J",289546,13866,-3.023,1.58e-09,0.00142537962,6,27791902,"cg22955778",6,27798556,1,6654
"321819","HIST1H4J",289543,13866,-3.437,5.19e-09,0.00468210141,6,27791902,"cg08464208",6,27792307,1,405
"321826","HIST1H4J",289547,13866,-3.512,5.35e-08,0.0482644365,6,27791902,"cg04944806",6,27798932,1,7030
"321837","HIST1H4J",289520,13866,-2.668,4.39e-08,0.0396039021,6,27791902,"cg10046620",6,27775042,1,-16860
"322565","HIST3H2A",33157,1709,-5.896,1.39e-11,1.25397321e-05,1,228645064,"cg17515024",1,228644963,-1,101
"324073","HLA-DMB",296890,14014,-4.119,2.85e-09,0.00257109615,6,32902405,"cg20600379",6,32909282,-1,-6877
"324281","HLA-DMB",296893,14014,-4.656,5.98e-10,0.000539479122,6,32902405,"cg21470947",6,32909493,-1,-7088
"324385","HLA-DOB",296635,14009,-6.992,1.21e-08,0.0109158819,6,32780539,"cg11381564",6,32808619,-1,-28080
"326466","HMGA1",298957,14045,-4.722,2.79e-08,0.0251696781,6,34204576,"cg10167849",6,34206152,1,1576
"326571","HMGCL",8654,276,-3.398,1.13e-09,0.00101941707,1,24128366,"cg21696012",1,24131000,-1,-2634
"327422","HMX2",50435,2421,2.955,1.25e-08,0.0112767375,10,124907637,"cg16090347",10,124906421,1,-1216
"327448","HMX3",50435,2420,4.681,1.22e-08,0.0110060958,10,124895566,"cg16090347",10,124906421,1,10855
"327727","HN1L",128879,5876,-1.272,2.36e-08,0.0212904804,16,1728277,"cg06775420",16,1742245,1,13968
"329208","HOMER2",124148,5719,7.71,4.38e-08,0.0395136882,15,83517728,"cg07728579",15,83475013,-1,42715
"329236","HOMER3",178865,8320,-9.484,6.04e-11,5.44891956e-05,19,19040009,"cg18397882",19,19050971,-1,-10962
"329379","HOOK2",176362,8175,1.628,2.38e-09,0.00214709082,19,12873816,"cg25756435",19,12952129,-1,-78313
"329619","HORMAD2",228863,11011,-4.644,1.54e-08,0.0138929406,22,30476452,"cg04046669",22,30476206,1,-246
"329620","HORMAD2",228864,11011,-5.244,6.87e-10,0.000619769493,22,30476452,"cg15209808",22,30476254,1,-198
"329621","HORMAD2",228865,11011,-4.927,5.35e-09,0.00482644365,22,30476452,"cg14509403",22,30476281,1,-171
"329622","HORMAD2",228866,11011,-5.95,3.99e-08,0.0359953461,22,30476452,"cg21843594",22,30476285,1,-167
"329623","HORMAD2",228867,11011,-6.491,4e-09,0.003608556,22,30476452,"cg17632937",22,30476326,1,-126
"329624","HORMAD2",228868,11011,-5.387,1.57e-08,0.0141635823,22,30476452,"cg23268208",22,30476345,1,-107
"329625","HORMAD2",228869,11011,-4.208,3.56e-09,0.00321161484,22,30476452,"cg01141459",22,30476452,1,0
"329626","HORMAD2",228870,11011,-6.371,6.5e-09,0.0058639035,22,30476452,"cg13245431",22,30476525,1,73
"330218","HOXA3",318186,14741,4.316,2.84e-09,0.00256207476,7,27145808,"cg19643053",7,27184271,-1,-38463
"330219","HOXA3",318146,14741,3.962,4.83e-09,0.00435733137,7,27145808,"cg26402660",7,27179268,-1,-33460
